"CurrencyRateID";"CurrencyRateDate";"FromCurrencyCode";"ToCurrencyCode";"AverageRate";"EndOfDayRate";"ModifiedDate"
309;24/07/2001 00:00:00;"USD";"JPY";102,815;102,77;24/07/2001 00:00:00
310;24/07/2001 00:00:00;"USD";"MXN";9,462;9,461;24/07/2001 00:00:00
311;24/07/2001 00:00:00;"USD";"SAR";3,751;3,746;24/07/2001 00:00:00
312;24/07/2001 00:00:00;"USD";"VEB";642,01;642,0;24/07/2001 00:00:00
313;25/07/2001 00:00:00;"USD";"ARS";1,0;1,0;25/07/2001 00:00:00
314;25/07/2001 00:00:00;"USD";"AUD";1,565;1,565;25/07/2001 00:00:00
315;25/07/2001 00:00:00;"USD";"BRL";1,868;1,87;25/07/2001 00:00:00
316;25/07/2001 00:00:00;"USD";"CAD";1,476;1,483;25/07/2001 00:00:00
317;25/07/2001 00:00:00;"USD";"CNY";8,237;8,238;25/07/2001 00:00:00
318;25/07/2001 00:00:00;"USD";"DEM";1,915;1,915;25/07/2001 00:00:00
319;25/07/2001 00:00:00;"USD";"EUR";0,979;0,98;25/07/2001 00:00:00
320;25/07/2001 00:00:00;"USD";"FRF";6,423;6,423;25/07/2001 00:00:00
321;25/07/2001 00:00:00;"USD";"GBP";0,616;0,616;25/07/2001 00:00:00
322;25/07/2001 00:00:00;"USD";"JPY";102,96;103,044;25/07/2001 00:00:00
323;25/07/2001 00:00:00;"USD";"MXN";9,435;9,442;25/07/2001 00:00:00
324;25/07/2001 00:00:00;"USD";"SAR";3,751;3,76;25/07/2001 00:00:00
325;25/07/2001 00:00:00;"USD";"VEB";642,5;642,58;25/07/2001 00:00:00
326;26/07/2001 00:00:00;"USD";"ARS";1,0;0,999;26/07/2001 00:00:00
327;26/07/2001 00:00:00;"USD";"AUD";1,575;1,575;26/07/2001 00:00:00
328;26/07/2001 00:00:00;"USD";"BRL";1,866;1,861;26/07/2001 00:00:00
329;26/07/2001 00:00:00;"USD";"CAD";1,478;1,473;26/07/2001 00:00:00
330;26/07/2001 00:00:00;"USD";"CNY";8,237;8,237;26/07/2001 00:00:00
331;26/07/2001 00:00:00;"USD";"DEM";1,927;1,927;26/07/2001 00:00:00
332;26/07/2001 00:00:00;"USD";"EUR";0,985;0,985;26/07/2001 00:00:00
333;26/07/2001 00:00:00;"USD";"FRF";6,463;6,463;26/07/2001 00:00:00
334;26/07/2001 00:00:00;"USD";"GBP";0,616;0,616;26/07/2001 00:00:00
335;26/07/2001 00:00:00;"USD";"JPY";102,42;102,408;26/07/2001 00:00:00
336;26/07/2001 00:00:00;"USD";"MXN";9,412;9,408;26/07/2001 00:00:00
337;26/07/2001 00:00:00;"USD";"SAR";3,751;3,741;26/07/2001 00:00:00
338;26/07/2001 00:00:00;"USD";"VEB";642,75;642,73;26/07/2001 00:00:00
339;27/07/2001 00:00:00;"USD";"ARS";1,0;1,0;27/07/2001 00:00:00
340;27/07/2001 00:00:00;"USD";"AUD";1,577;1,577;27/07/2001 00:00:00
341;27/07/2001 00:00:00;"USD";"BRL";1,864;1,869;27/07/2001 00:00:00
342;27/07/2001 00:00:00;"USD";"CAD";1,479;1,481;27/07/2001 00:00:00
343;27/07/2001 00:00:00;"USD";"CNY";8,237;8,238;27/07/2001 00:00:00
344;27/07/2001 00:00:00;"USD";"DEM";1,93;1,931;27/07/2001 00:00:00
345;27/07/2001 00:00:00;"USD";"EUR";0,987;0,987;27/07/2001 00:00:00
346;27/07/2001 00:00:00;"USD";"FRF";6,473;6,474;27/07/2001 00:00:00
347;27/07/2001 00:00:00;"USD";"GBP";0,617;0,617;27/07/2001 00:00:00
348;27/07/2001 00:00:00;"USD";"JPY";102,35;102,449;27/07/2001 00:00:00
349;27/07/2001 00:00:00;"USD";"MXN";9,39;9,394;27/07/2001 00:00:00
350;27/07/2001 00:00:00;"USD";"SAR";3,751;3,754;27/07/2001 00:00:00
351;27/07/2001 00:00:00;"USD";"VEB";642,5;642,54;27/07/2001 00:00:00
352;28/07/2001 00:00:00;"USD";"ARS";1,0;0,999;28/07/2001 00:00:00
353;28/07/2001 00:00:00;"USD";"AUD";1,574;1,574;28/07/2001 00:00:00
354;28/07/2001 00:00:00;"USD";"BRL";1,864;1,856;28/07/2001 00:00:00
355;28/07/2001 00:00:00;"USD";"CAD";1,477;1,477;28/07/2001 00:00:00
356;28/07/2001 00:00:00;"USD";"CNY";8,237;8,237;28/07/2001 00:00:00
357;28/07/2001 00:00:00;"USD";"DEM";1,931;1,93;28/07/2001 00:00:00
358;28/07/2001 00:00:00;"USD";"EUR";0,987;0,986;28/07/2001 00:00:00
359;28/07/2001 00:00:00;"USD";"FRF";6,475;6,474;28/07/2001 00:00:00
360;28/07/2001 00:00:00;"USD";"GBP";0,617;0,616;28/07/2001 00:00:00
361;28/07/2001 00:00:00;"USD";"JPY";102,42;102,409;28/07/2001 00:00:00
362;28/07/2001 00:00:00;"USD";"MXN";9,39;9,38;28/07/2001 00:00:00
363;28/07/2001 00:00:00;"USD";"SAR";3,751;3,744;28/07/2001 00:00:00
364;28/07/2001 00:00:00;"USD";"VEB";642,5;642,5;28/07/2001 00:00:00
365;29/07/2001 00:00:00;"USD";"ARS";1,0;1,0;29/07/2001 00:00:00
366;29/07/2001 00:00:00;"USD";"AUD";1,574;1,575;29/07/2001 00:00:00
367;29/07/2001 00:00:00;"USD";"BRL";1,857;1,86;29/07/2001 00:00:00
368;29/07/2001 00:00:00;"USD";"CAD";1,479;1,484;29/07/2001 00:00:00
369;29/07/2001 00:00:00;"USD";"CNY";8,237;8,238;29/07/2001 00:00:00
370;29/07/2001 00:00:00;"USD";"DEM";1,932;1,932;29/07/2001 00:00:00
371;29/07/2001 00:00:00;"USD";"EUR";0,988;0,989;29/07/2001 00:00:00
372;29/07/2001 00:00:00;"USD";"FRF";6,479;6,479;29/07/2001 00:00:00
373;29/07/2001 00:00:00;"USD";"GBP";0,616;0,616;29/07/2001 00:00:00
374;29/07/2001 00:00:00;"USD";"JPY";102,68;102,768;29/07/2001 00:00:00
375;29/07/2001 00:00:00;"USD";"MXN";9,417;9,425;29/07/2001 00:00:00
376;29/07/2001 00:00:00;"USD";"SAR";3,751;3,753;29/07/2001 00:00:00
377;29/07/2001 00:00:00;"USD";"VEB";643,0;643,01;29/07/2001 00:00:00
378;30/07/2001 00:00:00;"USD";"ARS";1,0;0,999;30/07/2001 00:00:00
379;30/07/2001 00:00:00;"USD";"AUD";1,574;1,574;30/07/2001 00:00:00
380;30/07/2001 00:00:00;"USD";"BRL";1,848;1,841;30/07/2001 00:00:00
381;30/07/2001 00:00:00;"USD";"CAD";1,481;1,477;30/07/2001 00:00:00
382;30/07/2001 00:00:00;"USD";"CNY";8,279;8,279;30/07/2001 00:00:00
383;30/07/2001 00:00:00;"USD";"DEM";1,944;1,944;30/07/2001 00:00:00
384;30/07/2001 00:00:00;"USD";"EUR";0,994;0,994;30/07/2001 00:00:00
385;30/07/2001 00:00:00;"USD";"FRF";6,52;6,52;30/07/2001 00:00:00
386;30/07/2001 00:00:00;"USD";"GBP";0,619;0,619;30/07/2001 00:00:00
387;30/07/2001 00:00:00;"USD";"JPY";103,36;103,298;30/07/2001 00:00:00
388;30/07/2001 00:00:00;"USD";"MXN";9,414;9,406;30/07/2001 00:00:00
389;30/07/2001 00:00:00;"USD";"SAR";3,751;3,746;30/07/2001 00:00:00
390;30/07/2001 00:00:00;"USD";"VEB";643,9;643,8;30/07/2001 00:00:00
391;31/07/2001 00:00:00;"USD";"ARS";1,0;1,0;31/07/2001 00:00:00
392;31/07/2001 00:00:00;"USD";"AUD";1,575;1,575;31/07/2001 00:00:00
393;31/07/2001 00:00:00;"USD";"BRL";1,852;1,858;31/07/2001 00:00:00
394;31/07/2001 00:00:00;"USD";"CAD";1,484;1,486;31/07/2001 00:00:00
395;31/07/2001 00:00:00;"USD";"CNY";8,279;8,28;31/07/2001 00:00:00
396;31/07/2001 00:00:00;"USD";"DEM";1,949;1,949;31/07/2001 00:00:00
397;31/07/2001 00:00:00;"USD";"EUR";0,997;0,997;31/07/2001 00:00:00
398;31/07/2001 00:00:00;"USD";"FRF";6,537;6,537;31/07/2001 00:00:00
399;31/07/2001 00:00:00;"USD";"GBP";0,623;0,623;31/07/2001 00:00:00
400;31/07/2001 00:00:00;"USD";"JPY";103,58;103,631;31/07/2001 00:00:00
401;31/07/2001 00:00:00;"USD";"MXN";9,382;9,389;31/07/2001 00:00:00
402;31/07/2001 00:00:00;"USD";"SAR";3,751;3,753;31/07/2001 00:00:00
403;31/07/2001 00:00:00;"USD";"VEB";644,0;644,03;31/07/2001 00:00:00
404;01/08/2001 00:00:00;"USD";"ARS";1,0;0,999;01/08/2001 00:00:00
405;01/08/2001 00:00:00;"USD";"AUD";1,56;1,559;01/08/2001 00:00:00
406;01/08/2001 00:00:00;"USD";"BRL";1,843;1,837;01/08/2001 00:00:00
407;01/08/2001 00:00:00;"USD";"CAD";1,478;1,477;01/08/2001 00:00:00
408;01/08/2001 00:00:00;"USD";"CNY";8,279;8,279;01/08/2001 00:00:00
409;01/08/2001 00:00:00;"USD";"DEM";1,928;1,927;01/08/2001 00:00:00
410;01/08/2001 00:00:00;"USD";"EUR";0,986;0,985;01/08/2001 00:00:00
411;01/08/2001 00:00:00;"USD";"FRF";6,466;6,466;01/08/2001 00:00:00
412;01/08/2001 00:00:00;"USD";"GBP";0,62;0,619;01/08/2001 00:00:00
413;01/08/2001 00:00:00;"USD";"JPY";103,0;102,995;01/08/2001 00:00:00
414;01/08/2001 00:00:00;"USD";"MXN";9,365;9,356;01/08/2001 00:00:00
415;01/08/2001 00:00:00;"USD";"SAR";3,751;3,747;01/08/2001 00:00:00
416;01/08/2001 00:00:00;"USD";"VEB";644,0;643,93;01/08/2001 00:00:00
417;02/08/2001 00:00:00;"USD";"ARS";1,0;1,0;02/08/2001 00:00:00
418;02/08/2001 00:00:00;"USD";"AUD";1,556;1,557;02/08/2001 00:00:00
419;02/08/2001 00:00:00;"USD";"BRL";1,817;1,822;02/08/2001 00:00:00
420;02/08/2001 00:00:00;"USD";"CAD";1,478;1,48;02/08/2001 00:00:00
421;02/08/2001 00:00:00;"USD";"CNY";8,279;8,28;02/08/2001 00:00:00
422;02/08/2001 00:00:00;"USD";"DEM";1,915;1,915;02/08/2001 00:00:00
423;02/08/2001 00:00:00;"USD";"EUR";0,979;0,98;02/08/2001 00:00:00
424;02/08/2001 00:00:00;"USD";"FRF";6,421;6,421;02/08/2001 00:00:00
425;02/08/2001 00:00:00;"USD";"GBP";0,621;0,621;02/08/2001 00:00:00
426;02/08/2001 00:00:00;"USD";"JPY";103,1;103,119;02/08/2001 00:00:00
427;02/08/2001 00:00:00;"USD";"MXN";9,34;9,343;02/08/2001 00:00:00
428;02/08/2001 00:00:00;"USD";"SAR";3,751;3,761;02/08/2001 00:00:00
429;02/08/2001 00:00:00;"USD";"VEB";644,25;644,33;02/08/2001 00:00:00
430;03/08/2001 00:00:00;"USD";"ARS";1,0;0,999;03/08/2001 00:00:00
431;03/08/2001 00:00:00;"USD";"AUD";1,556;1,556;03/08/2001 00:00:00
432;03/08/2001 00:00:00;"USD";"BRL";1,811;1,804;03/08/2001 00:00:00
433;03/08/2001 00:00:00;"USD";"CAD";1,476;1,471;03/08/2001 00:00:00
434;03/08/2001 00:00:00;"USD";"CNY";8,279;8,279;03/08/2001 00:00:00
435;03/08/2001 00:00:00;"USD";"DEM";1,941;1,94;03/08/2001 00:00:00
436;03/08/2001 00:00:00;"USD";"EUR";0,993;0,992;03/08/2001 00:00:00
437;03/08/2001 00:00:00;"USD";"FRF";6,511;6,51;03/08/2001 00:00:00
438;03/08/2001 00:00:00;"USD";"GBP";0,623;0,623;03/08/2001 00:00:00
439;03/08/2001 00:00:00;"USD";"JPY";103,28;103,262;03/08/2001 00:00:00
440;03/08/2001 00:00:00;"USD";"MXN";9,34;9,338;03/08/2001 00:00:00
441;03/08/2001 00:00:00;"USD";"SAR";3,751;3,749;03/08/2001 00:00:00
442;03/08/2001 00:00:00;"USD";"VEB";644,05;644,0;03/08/2001 00:00:00
443;04/08/2001 00:00:00;"USD";"ARS";1,0;1,0;04/08/2001 00:00:00
444;04/08/2001 00:00:00;"USD";"AUD";1,556;1,557;04/08/2001 00:00:00
445;04/08/2001 00:00:00;"USD";"BRL";1,811;1,82;04/08/2001 00:00:00
446;04/08/2001 00:00:00;"USD";"CAD";1,478;1,486;04/08/2001 00:00:00
447;04/08/2001 00:00:00;"USD";"CNY";8,279;8,28;04/08/2001 00:00:00
448;04/08/2001 00:00:00;"USD";"DEM";1,94;1,94;04/08/2001 00:00:00
449;04/08/2001 00:00:00;"USD";"EUR";0,992;0,993;04/08/2001 00:00:00
450;04/08/2001 00:00:00;"USD";"FRF";6,507;6,507;04/08/2001 00:00:00
451;04/08/2001 00:00:00;"USD";"GBP";0,623;0,623;04/08/2001 00:00:00
452;04/08/2001 00:00:00;"USD";"JPY";103,17;103,179;04/08/2001 00:00:00
453;04/08/2001 00:00:00;"USD";"MXN";9,34;9,348;04/08/2001 00:00:00
454;04/08/2001 00:00:00;"USD";"SAR";3,751;3,755;04/08/2001 00:00:00
455;04/08/2001 00:00:00;"USD";"VEB";644,05;644,06;04/08/2001 00:00:00
456;05/08/2001 00:00:00;"USD";"ARS";1,0;0,999;05/08/2001 00:00:00
457;05/08/2001 00:00:00;"USD";"AUD";1,558;1,557;05/08/2001 00:00:00
458;05/08/2001 00:00:00;"USD";"BRL";1,811;1,801;05/08/2001 00:00:00
459;05/08/2001 00:00:00;"USD";"CAD";1,48;1,473;05/08/2001 00:00:00
460;05/08/2001 00:00:00;"USD";"CNY";8,279;8,279;05/08/2001 00:00:00
461;05/08/2001 00:00:00;"USD";"DEM";1,94;1,939;05/08/2001 00:00:00
462;05/08/2001 00:00:00;"USD";"EUR";0,992;0,992;05/08/2001 00:00:00
463;05/08/2001 00:00:00;"USD";"FRF";6,506;6,506;05/08/2001 00:00:00
464;05/08/2001 00:00:00;"USD";"GBP";0,623;0,622;05/08/2001 00:00:00
465;05/08/2001 00:00:00;"USD";"JPY";102,91;102,821;05/08/2001 00:00:00
466;05/08/2001 00:00:00;"USD";"MXN";9,34;9,335;05/08/2001 00:00:00
467;05/08/2001 00:00:00;"USD";"SAR";3,751;3,745;05/08/2001 00:00:00
468;05/08/2001 00:00:00;"USD";"VEB";644,05;644,05;05/08/2001 00:00:00
469;06/08/2001 00:00:00;"USD";"ARS";1,0;1,0;06/08/2001 00:00:00
470;06/08/2001 00:00:00;"USD";"AUD";1,555;1,555;06/08/2001 00:00:00
471;06/08/2001 00:00:00;"USD";"BRL";1,827;1,833;06/08/2001 00:00:00
472;06/08/2001 00:00:00;"USD";"CAD";1,48;1,483;06/08/2001 00:00:00
473;06/08/2001 00:00:00;"USD";"CNY";8,279;8,28;06/08/2001 00:00:00
474;06/08/2001 00:00:00;"USD";"DEM";1,937;1,938;06/08/2001 00:00:00
475;06/08/2001 00:00:00;"USD";"EUR";0,991;0,991;06/08/2001 00:00:00
476;06/08/2001 00:00:00;"USD";"FRF";6,498;6,498;06/08/2001 00:00:00
477;06/08/2001 00:00:00;"USD";"GBP";0,621;0,622;06/08/2001 00:00:00
478;06/08/2001 00:00:00;"USD";"JPY";102,2;102,22;06/08/2001 00:00:00
479;06/08/2001 00:00:00;"USD";"MXN";9,319;9,324;06/08/2001 00:00:00
480;06/08/2001 00:00:00;"USD";"SAR";3,751;3,759;06/08/2001 00:00:00
481;06/08/2001 00:00:00;"USD";"VEB";644,25;644,33;06/08/2001 00:00:00
482;07/08/2001 00:00:00;"USD";"ARS";1,0;0,999;07/08/2001 00:00:00
483;07/08/2001 00:00:00;"USD";"AUD";1,552;1,551;07/08/2001 00:00:00
484;07/08/2001 00:00:00;"USD";"BRL";1,821;1,818;07/08/2001 00:00:00
485;07/08/2001 00:00:00;"USD";"CAD";1,477;1,471;07/08/2001 00:00:00
486;07/08/2001 00:00:00;"USD";"CNY";8,279;8,279;07/08/2001 00:00:00
487;07/08/2001 00:00:00;"USD";"DEM";1,94;1,94;07/08/2001 00:00:00
488;07/08/2001 00:00:00;"USD";"EUR";0,992;0,992;07/08/2001 00:00:00
489;07/08/2001 00:00:00;"USD";"FRF";6,508;6,507;07/08/2001 00:00:00
490;07/08/2001 00:00:00;"USD";"GBP";0,621;0,621;07/08/2001 00:00:00
491;07/08/2001 00:00:00;"USD";"JPY";101,72;101,646;07/08/2001 00:00:00
492;07/08/2001 00:00:00;"USD";"MXN";9,317;9,312;07/08/2001 00:00:00
493;07/08/2001 00:00:00;"USD";"SAR";3,751;3,746;07/08/2001 00:00:00
494;07/08/2001 00:00:00;"USD";"VEB";645,01;644,95;07/08/2001 00:00:00
495;08/08/2001 00:00:00;"USD";"ARS";1,0;1,0;08/08/2001 00:00:00
496;08/08/2001 00:00:00;"USD";"AUD";1,553;1,553;08/08/2001 00:00:00
497;08/08/2001 00:00:00;"USD";"BRL";1,83;1,833;08/08/2001 00:00:00
498;08/08/2001 00:00:00;"USD";"CAD";1,476;1,478;08/08/2001 00:00:00
499;08/08/2001 00:00:00;"USD";"CNY";8,28;8,28;08/08/2001 00:00:00
500;08/08/2001 00:00:00;"USD";"DEM";1,938;1,939;08/08/2001 00:00:00
501;08/08/2001 00:00:00;"USD";"EUR";0,991;0,991;08/08/2001 00:00:00
502;08/08/2001 00:00:00;"USD";"FRF";6,5;6,501;08/08/2001 00:00:00
503;08/08/2001 00:00:00;"USD";"GBP";0,621;0,621;08/08/2001 00:00:00
504;08/08/2001 00:00:00;"USD";"JPY";101,65;101,739;08/08/2001 00:00:00
505;08/08/2001 00:00:00;"USD";"MXN";9,38;9,384;08/08/2001 00:00:00
506;08/08/2001 00:00:00;"USD";"SAR";3,751;3,757;08/08/2001 00:00:00
507;08/08/2001 00:00:00;"USD";"VEB";645,5;645,51;08/08/2001 00:00:00
508;09/08/2001 00:00:00;"USD";"ARS";1,0;0,999;09/08/2001 00:00:00
509;09/08/2001 00:00:00;"USD";"AUD";1,555;1,555;09/08/2001 00:00:00
510;09/08/2001 00:00:00;"USD";"BRL";1,833;1,83;09/08/2001 00:00:00
511;09/08/2001 00:00:00;"USD";"CAD";1,47;1,462;09/08/2001 00:00:00
512;09/08/2001 00:00:00;"USD";"CNY";8,279;8,279;09/08/2001 00:00:00
513;09/08/2001 00:00:00;"USD";"DEM";1,93;1,93;09/08/2001 00:00:00
514;09/08/2001 00:00:00;"USD";"EUR";0,987;0,987;09/08/2001 00:00:00
515;09/08/2001 00:00:00;"USD";"FRF";6,473;6,473;09/08/2001 00:00:00
516;09/08/2001 00:00:00;"USD";"GBP";0,618;0,618;09/08/2001 00:00:00
517;09/08/2001 00:00:00;"USD";"JPY";102,8;102,717;09/08/2001 00:00:00
518;09/08/2001 00:00:00;"USD";"MXN";9,425;9,42;09/08/2001 00:00:00
519;09/08/2001 00:00:00;"USD";"SAR";3,751;3,75;09/08/2001 00:00:00
520;09/08/2001 00:00:00;"USD";"VEB";646,01;645,91;09/08/2001 00:00:00
521;10/08/2001 00:00:00;"USD";"ARS";1,0;1,0;10/08/2001 00:00:00
522;10/08/2001 00:00:00;"USD";"AUD";1,555;1,556;10/08/2001 00:00:00
523;10/08/2001 00:00:00;"USD";"BRL";1,832;1,84;10/08/2001 00:00:00
524;10/08/2001 00:00:00;"USD";"CAD";1,468;1,477;10/08/2001 00:00:00
525;10/08/2001 00:00:00;"USD";"CNY";8,279;8,28;10/08/2001 00:00:00
526;10/08/2001 00:00:00;"USD";"DEM";1,93;1,93;10/08/2001 00:00:00
527;10/08/2001 00:00:00;"USD";"EUR";0,987;0,987;10/08/2001 00:00:00
528;10/08/2001 00:00:00;"USD";"FRF";6,472;6,473;10/08/2001 00:00:00
529;10/08/2001 00:00:00;"USD";"GBP";0,618;0,619;10/08/2001 00:00:00
530;10/08/2001 00:00:00;"USD";"JPY";102,94;102,968;10/08/2001 00:00:00
531;10/08/2001 00:00:00;"USD";"MXN";9,435;9,437;10/08/2001 00:00:00
532;10/08/2001 00:00:00;"USD";"SAR";3,751;3,756;10/08/2001 00:00:00
533;10/08/2001 00:00:00;"USD";"VEB";646,25;646,25;10/08/2001 00:00:00
534;11/08/2001 00:00:00;"USD";"ARS";1,0;0,999;11/08/2001 00:00:00
535;11/08/2001 00:00:00;"USD";"AUD";1,554;1,554;11/08/2001 00:00:00
536;11/08/2001 00:00:00;"USD";"BRL";1,832;1,825;11/08/2001 00:00:00
537;11/08/2001 00:00:00;"USD";"CAD";1,468;1,467;11/08/2001 00:00:00
538;11/08/2001 00:00:00;"USD";"CNY";8,279;8,279;11/08/2001 00:00:00
539;11/08/2001 00:00:00;"USD";"DEM";1,932;1,931;11/08/2001 00:00:00
540;11/08/2001 00:00:00;"USD";"EUR";0,988;0,987;11/08/2001 00:00:00
541;11/08/2001 00:00:00;"USD";"FRF";6,479;6,478;11/08/2001 00:00:00
542;11/08/2001 00:00:00;"USD";"GBP";0,619;0,619;11/08/2001 00:00:00
543;11/08/2001 00:00:00;"USD";"JPY";102,91;102,869;11/08/2001 00:00:00
544;11/08/2001 00:00:00;"USD";"MXN";9,435;9,432;11/08/2001 00:00:00
545;11/08/2001 00:00:00;"USD";"SAR";3,751;3,746;11/08/2001 00:00:00
546;11/08/2001 00:00:00;"USD";"VEB";646,25;646,21;11/08/2001 00:00:00
547;12/08/2001 00:00:00;"USD";"ARS";1,0;1,0;12/08/2001 00:00:00
548;12/08/2001 00:00:00;"USD";"AUD";1,553;1,553;12/08/2001 00:00:00
549;12/08/2001 00:00:00;"USD";"BRL";1,829;1,833;12/08/2001 00:00:00
550;12/08/2001 00:00:00;"USD";"CAD";1,464;1,465;12/08/2001 00:00:00
551;12/08/2001 00:00:00;"USD";"CNY";8,28;8,281;12/08/2001 00:00:00
552;12/08/2001 00:00:00;"USD";"DEM";1,931;1,932;12/08/2001 00:00:00
553;12/08/2001 00:00:00;"USD";"EUR";0,987;0,988;12/08/2001 00:00:00
554;12/08/2001 00:00:00;"USD";"FRF";6,477;6,478;12/08/2001 00:00:00
555;12/08/2001 00:00:00;"USD";"GBP";0,619;0,62;12/08/2001 00:00:00
556;12/08/2001 00:00:00;"USD";"JPY";102,54;102,552;12/08/2001 00:00:00
557;12/08/2001 00:00:00;"USD";"MXN";9,476;9,48;12/08/2001 00:00:00
558;12/08/2001 00:00:00;"USD";"SAR";3,751;3,756;12/08/2001 00:00:00
559;12/08/2001 00:00:00;"USD";"VEB";647,0;647,03;12/08/2001 00:00:00
560;13/08/2001 00:00:00;"USD";"ARS";1,0;1,0;13/08/2001 00:00:00
561;13/08/2001 00:00:00;"USD";"AUD";1,553;1,553;13/08/2001 00:00:00
562;13/08/2001 00:00:00;"USD";"BRL";1,829;1,821;13/08/2001 00:00:00
563;13/08/2001 00:00:00;"USD";"CAD";1,464;1,463;13/08/2001 00:00:00
564;13/08/2001 00:00:00;"USD";"CNY";8,28;8,28;13/08/2001 00:00:00
565;13/08/2001 00:00:00;"USD";"DEM";1,931;1,931;13/08/2001 00:00:00
566;13/08/2001 00:00:00;"USD";"EUR";0,987;0,987;13/08/2001 00:00:00
567;13/08/2001 00:00:00;"USD";"FRF";6,477;6,476;13/08/2001 00:00:00
568;13/08/2001 00:00:00;"USD";"GBP";0,619;0,618;13/08/2001 00:00:00
569;13/08/2001 00:00:00;"USD";"JPY";102,54;102,483;13/08/2001 00:00:00
570;13/08/2001 00:00:00;"USD";"MXN";9,476;9,469;13/08/2001 00:00:00
571;13/08/2001 00:00:00;"USD";"SAR";3,751;3,746;13/08/2001 00:00:00
572;13/08/2001 00:00:00;"USD";"VEB";647,0;646,95;13/08/2001 00:00:00
573;14/08/2001 00:00:00;"USD";"ARS";1,0;1,0;14/08/2001 00:00:00
574;14/08/2001 00:00:00;"USD";"AUD";1,548;1,548;14/08/2001 00:00:00
575;14/08/2001 00:00:00;"USD";"BRL";1,83;1,837;14/08/2001 00:00:00
576;14/08/2001 00:00:00;"USD";"CAD";1,451;1,454;14/08/2001 00:00:00
577;14/08/2001 00:00:00;"USD";"CNY";8,281;8,281;14/08/2001 00:00:00
578;14/08/2001 00:00:00;"USD";"DEM";1,943;1,944;14/08/2001 00:00:00
579;14/08/2001 00:00:00;"USD";"EUR";0,993;0,993;14/08/2001 00:00:00
580;14/08/2001 00:00:00;"USD";"FRF";6,516;6,516;14/08/2001 00:00:00
581;14/08/2001 00:00:00;"USD";"GBP";0,62;0,62;14/08/2001 00:00:00
582;14/08/2001 00:00:00;"USD";"JPY";102,4;102,496;14/08/2001 00:00:00
583;14/08/2001 00:00:00;"USD";"MXN";9,466;9,471;14/08/2001 00:00:00
584;14/08/2001 00:00:00;"USD";"SAR";3,751;3,754;14/08/2001 00:00:00
585;14/08/2001 00:00:00;"USD";"VEB";648,0;648,06;14/08/2001 00:00:00
586;15/08/2001 00:00:00;"USD";"ARS";1,0;0,999;15/08/2001 00:00:00
587;15/08/2001 00:00:00;"USD";"AUD";1,537;1,536;15/08/2001 00:00:00
588;15/08/2001 00:00:00;"USD";"BRL";1,81;1,81;15/08/2001 00:00:00
589;15/08/2001 00:00:00;"USD";"CAD";1,453;1,45;15/08/2001 00:00:00
590;15/08/2001 00:00:00;"USD";"CNY";8,28;8,28;15/08/2001 00:00:00
591;15/08/2001 00:00:00;"USD";"DEM";1,948;1,947;15/08/2001 00:00:00
592;15/08/2001 00:00:00;"USD";"EUR";0,996;0,996;15/08/2001 00:00:00
593;15/08/2001 00:00:00;"USD";"FRF";6,533;6,532;15/08/2001 00:00:00
594;15/08/2001 00:00:00;"USD";"GBP";0,619;0,618;15/08/2001 00:00:00
595;15/08/2001 00:00:00;"USD";"JPY";102,229;102,204;15/08/2001 00:00:00
596;15/08/2001 00:00:00;"USD";"MXN";9,506;9,505;15/08/2001 00:00:00
597;15/08/2001 00:00:00;"USD";"SAR";3,751;3,744;15/08/2001 00:00:00
598;15/08/2001 00:00:00;"USD";"VEB";648,25;648,19;15/08/2001 00:00:00
599;16/08/2001 00:00:00;"USD";"ARS";1,0;1,0;16/08/2001 00:00:00
600;16/08/2001 00:00:00;"USD";"AUD";1,537;1,537;16/08/2001 00:00:00
601;16/08/2001 00:00:00;"USD";"BRL";1,81;1,815;16/08/2001 00:00:00
602;16/08/2001 00:00:00;"USD";"CAD";1,453;1,456;16/08/2001 00:00:00
603;16/08/2001 00:00:00;"USD";"CNY";8,28;8,28;16/08/2001 00:00:00
604;16/08/2001 00:00:00;"USD";"DEM";1,948;1,949;16/08/2001 00:00:00
605;16/08/2001 00:00:00;"USD";"EUR";0,996;0,997;16/08/2001 00:00:00
606;16/08/2001 00:00:00;"USD";"FRF";6,533;6,533;16/08/2001 00:00:00
607;16/08/2001 00:00:00;"USD";"GBP";0,619;0,619;16/08/2001 00:00:00
608;16/08/2001 00:00:00;"USD";"JPY";102,229;102,282;16/08/2001 00:00:00
609;16/08/2001 00:00:00;"USD";"MXN";9,506;9,512;16/08/2001 00:00:00
610;16/08/2001 00:00:00;"USD";"SAR";3,751;3,751;16/08/2001 00:00:00
611;16/08/2001 00:00:00;"USD";"VEB";648,25;648,28;16/08/2001 00:00:00
612;17/08/2001 00:00:00;"USD";"ARS";1,0;1,0;17/08/2001 00:00:00
613;17/08/2001 00:00:00;"USD";"AUD";1,524;1,523;17/08/2001 00:00:00
614;17/08/2001 00:00:00;"USD";"BRL";1,807;1,805;17/08/2001 00:00:00
615;17/08/2001 00:00:00;"USD";"CAD";1,446;1,446;17/08/2001 00:00:00
616;17/08/2001 00:00:00;"USD";"CNY";8,28;8,28;17/08/2001 00:00:00
617;17/08/2001 00:00:00;"USD";"DEM";1,942;1,941;17/08/2001 00:00:00
