"DatabaseLogID";"PostTime";"DatabaseUser";"Event";"Schema";"Object";"TSQL";"XmlEvent"
129;14/10/2005 01:59:10;"dbo";"ALTER_TABLE";"Production";"ProductModelProductDescriptionCulture";"ALTER TABLE [Production].[ProductModelProductDescriptionCulture] WITH CHECK ADD 
    CONSTRAINT [PK_ProductModelProductDescriptionCulture_ProductModelID_ProductDescriptionID_CultureID] PRIMARY KEY CLUSTERED 
    (
        [ProductModelID],
        [ProductDescriptionID],
        [CultureID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:10.633</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>ProductModelProductDescriptionCulture</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Production].[ProductModelProductDescriptionCulture] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ProductModelProductDescriptionCulture_ProductModelID_ProductDescriptionID_CultureID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ProductModelID],&#x0D;
        [ProductDescriptionID],&#x0D;
        [CultureID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
130;14/10/2005 01:59:10;"dbo";"ALTER_TABLE";"Production";"ProductPhoto";"ALTER TABLE [Production].[ProductPhoto] WITH CHECK ADD 
    CONSTRAINT [PK_ProductPhoto_ProductPhotoID] PRIMARY KEY CLUSTERED 
    (
        [ProductPhotoID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:10.740</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>ProductPhoto</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Production].[ProductPhoto] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ProductPhoto_ProductPhotoID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ProductPhotoID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
131;14/10/2005 01:59:10;"dbo";"ALTER_TABLE";"Production";"ProductProductPhoto";"ALTER TABLE [Production].[ProductProductPhoto] WITH CHECK ADD 
    CONSTRAINT [PK_ProductProductPhoto_ProductID_ProductPhotoID] PRIMARY KEY NONCLUSTERED 
    (
        [ProductID],
        [ProductPhotoID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:10.850</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>ProductProductPhoto</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Production].[ProductProductPhoto] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ProductProductPhoto_ProductID_ProductPhotoID] PRIMARY KEY NONCLUSTERED &#x0D;
    (&#x0D;
        [ProductID],&#x0D;
        [ProductPhotoID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
132;14/10/2005 01:59:10;"dbo";"ALTER_TABLE";"Production";"ProductReview";"ALTER TABLE [Production].[ProductReview] WITH CHECK ADD 
    CONSTRAINT [PK_ProductReview_ProductReviewID] PRIMARY KEY CLUSTERED 
    (
        [ProductReviewID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:10.960</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>ProductReview</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Production].[ProductReview] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ProductReview_ProductReviewID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ProductReviewID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
133;14/10/2005 01:59:11;"dbo";"ALTER_TABLE";"Production";"ProductSubcategory";"ALTER TABLE [Production].[ProductSubcategory] WITH CHECK ADD 
    CONSTRAINT [PK_ProductSubcategory_ProductSubcategoryID] PRIMARY KEY CLUSTERED 
    (
        [ProductSubcategoryID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:11.070</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>ProductSubcategory</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Production].[ProductSubcategory] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ProductSubcategory_ProductSubcategoryID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ProductSubcategoryID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
134;14/10/2005 01:59:11;"dbo";"ALTER_TABLE";"Purchasing";"ProductVendor";"ALTER TABLE [Purchasing].[ProductVendor] WITH CHECK ADD 
    CONSTRAINT [PK_ProductVendor_ProductID_VendorID] PRIMARY KEY CLUSTERED 
    (
        [ProductID],
        [VendorID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:11.180</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>ProductVendor</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Purchasing].[ProductVendor] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ProductVendor_ProductID_VendorID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ProductID],&#x0D;
        [VendorID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
135;14/10/2005 01:59:11;"dbo";"ALTER_TABLE";"Purchasing";"PurchaseOrderDetail";"ALTER TABLE [Purchasing].[PurchaseOrderDetail] WITH CHECK ADD 
    CONSTRAINT [PK_PurchaseOrderDetail_PurchaseOrderID_PurchaseOrderDetailID] PRIMARY KEY CLUSTERED 
    (
        [PurchaseOrderID],
        [PurchaseOrderDetailID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:11.303</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>PurchaseOrderDetail</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Purchasing].[PurchaseOrderDetail] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_PurchaseOrderDetail_PurchaseOrderID_PurchaseOrderDetailID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [PurchaseOrderID],&#x0D;
        [PurchaseOrderDetailID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
136;14/10/2005 01:59:11;"dbo";"ALTER_TABLE";"Purchasing";"PurchaseOrderHeader";"ALTER TABLE [Purchasing].[PurchaseOrderHeader] WITH CHECK ADD 
    CONSTRAINT [PK_PurchaseOrderHeader_PurchaseOrderID] PRIMARY KEY CLUSTERED 
    (
        [PurchaseOrderID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:11.413</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>PurchaseOrderHeader</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Purchasing].[PurchaseOrderHeader] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_PurchaseOrderHeader_PurchaseOrderID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [PurchaseOrderID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
137;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesOrderDetail";"ALTER TABLE [Sales].[SalesOrderDetail] WITH CHECK ADD 
    CONSTRAINT [PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID] PRIMARY KEY CLUSTERED 
    (
        [SalesOrderID],
        [SalesOrderDetailID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.023</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesOrderDetail</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesOrderDetail] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesOrderID],&#x0D;
        [SalesOrderDetailID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
138;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesOrderHeader";"ALTER TABLE [Sales].[SalesOrderHeader] WITH CHECK ADD 
    CONSTRAINT [PK_SalesOrderHeader_SalesOrderID] PRIMARY KEY CLUSTERED 
    (
        [SalesOrderID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.227</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesOrderHeader</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesOrderHeader] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesOrderHeader_SalesOrderID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesOrderID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
139;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesOrderHeaderSalesReason";"ALTER TABLE [Sales].[SalesOrderHeaderSalesReason] WITH CHECK ADD 
    CONSTRAINT [PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID] PRIMARY KEY CLUSTERED 
    (
        [SalesOrderID],
        [SalesReasonID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.367</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesOrderHeaderSalesReason</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesOrderHeaderSalesReason] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesOrderID],&#x0D;
        [SalesReasonID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
140;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesPerson";"ALTER TABLE [Sales].[SalesPerson] WITH CHECK ADD 
    CONSTRAINT [PK_SalesPerson_SalesPersonID] PRIMARY KEY CLUSTERED 
    (
        [SalesPersonID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.430</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesPerson</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesPerson] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesPerson_SalesPersonID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesPersonID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
141;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesPersonQuotaHistory";"ALTER TABLE [Sales].[SalesPersonQuotaHistory] WITH CHECK ADD 
    CONSTRAINT [PK_SalesPersonQuotaHistory_SalesPersonID_QuotaDate] PRIMARY KEY CLUSTERED 
    (
        [SalesPersonID],
        [QuotaDate] --,
        -- [ProductCategoryID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.537</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesPersonQuotaHistory</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesPersonQuotaHistory] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesPersonQuotaHistory_SalesPersonID_QuotaDate] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesPersonID],&#x0D;
        [QuotaDate] --,&#x0D;
        -- [ProductCategoryID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
142;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesReason";"ALTER TABLE [Sales].[SalesReason] WITH CHECK ADD 
    CONSTRAINT [PK_SalesReason_SalesReasonID] PRIMARY KEY CLUSTERED 
    (
        [SalesReasonID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.647</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesReason</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesReason] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesReason_SalesReasonID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesReasonID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
143;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesTaxRate";"ALTER TABLE [Sales].[SalesTaxRate] WITH CHECK ADD 
    CONSTRAINT [PK_SalesTaxRate_SalesTaxRateID] PRIMARY KEY CLUSTERED 
    (
        [SalesTaxRateID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.757</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesTaxRate</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesTaxRate] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesTaxRate_SalesTaxRateID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesTaxRateID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
144;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesTerritory";"ALTER TABLE [Sales].[SalesTerritory] WITH CHECK ADD 
    CONSTRAINT [PK_SalesTerritory_TerritoryID] PRIMARY KEY CLUSTERED 
    (
        [TerritoryID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.867</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesTerritory</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesTerritory] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesTerritory_TerritoryID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [TerritoryID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
145;14/10/2005 01:59:12;"dbo";"ALTER_TABLE";"Sales";"SalesTerritoryHistory";"ALTER TABLE [Sales].[SalesTerritoryHistory] WITH CHECK ADD 
    CONSTRAINT [PK_SalesTerritoryHistory_SalesPersonID_StartDate_TerritoryID] PRIMARY KEY CLUSTERED 
    (
        [SalesPersonID],
        [StartDate],
        [TerritoryID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:12.977</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>SalesTerritoryHistory</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[SalesTerritoryHistory] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_SalesTerritoryHistory_SalesPersonID_StartDate_TerritoryID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [SalesPersonID],&#x0D;
        [StartDate],&#x0D;
        [TerritoryID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
146;14/10/2005 01:59:13;"dbo";"ALTER_TABLE";"Production";"ScrapReason";"ALTER TABLE [Production].[ScrapReason] WITH CHECK ADD 
    CONSTRAINT [PK_ScrapReason_ScrapReasonID] PRIMARY KEY CLUSTERED 
    (
        [ScrapReasonID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:13.087</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>ScrapReason</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Production].[ScrapReason] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ScrapReason_ScrapReasonID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ScrapReasonID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
147;14/10/2005 01:59:13;"dbo";"ALTER_TABLE";"HumanResources";"Shift";"ALTER TABLE [HumanResources].[Shift] WITH CHECK ADD 
    CONSTRAINT [PK_Shift_ShiftID] PRIMARY KEY CLUSTERED 
    (
        [ShiftID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:13.193</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>Shift</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [HumanResources].[Shift] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_Shift_ShiftID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ShiftID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
148;14/10/2005 01:59:13;"dbo";"ALTER_TABLE";"Purchasing";"ShipMethod";"ALTER TABLE [Purchasing].[ShipMethod] WITH CHECK ADD 
    CONSTRAINT [PK_ShipMethod_ShipMethodID] PRIMARY KEY CLUSTERED 
    (
        [ShipMethodID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:13.303</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>ShipMethod</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Purchasing].[ShipMethod] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ShipMethod_ShipMethodID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ShipMethodID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
149;14/10/2005 01:59:13;"dbo";"ALTER_TABLE";"Sales";"ShoppingCartItem";"ALTER TABLE [Sales].[ShoppingCartItem] WITH CHECK ADD 
    CONSTRAINT [PK_ShoppingCartItem_ShoppingCartItemID] PRIMARY KEY CLUSTERED 
    (
        [ShoppingCartItemID]
    )  ON [PRIMARY];

";"<EVENT_INSTANCE><EventType>ALTER_TABLE</EventType><PostTime>2005-10-14T01:59:13.413</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>ShoppingCartItem</ObjectName><ObjectType>TABLE</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER TABLE [Sales].[ShoppingCartItem] WITH CHECK ADD &#x0D;
    CONSTRAINT [PK_ShoppingCartItem_ShoppingCartItemID] PRIMARY KEY CLUSTERED &#x0D;
    (&#x0D;
        [ShoppingCartItemID]&#x0D;
    )  ON [PRIMARY];
&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
